id_transaccion,id_cliente,id_producto,fecha,monto,tipo_transaccion
5254,1091,1,2023-09-11,7334.81,Retiro
5255,1093,7,2023-09-12,1597.14,Pago
5256,1082,7,2023-09-13,623.44,Transferencia
5257,1016,2,2023-09-14,1414.22,Depósito
5258,1080,10,2023-09-15,7034.45,Retiro
5259,1056,1,2023-09-16,7945.67,Transferencia
5260,1002,6,2023-09-17,5234.49,Depósito
5261,1074,9,2023-09-18,3244.82,Depósito
5262,1006,6,2023-09-19,5225.22,Pago
5263,1072,8,2023-09-20,776.62,Depósito
5264,1011,3,2023-09-21,5823.92,Transferencia
5265,1030,3,2023-09-22,9756.72,Pago
5266,1003,7,2023-09-23,3997.45,Transferencia
5267,1021,2,2023-09-24,9638.18,Retiro
5268,1018,10,2023-09-25,7264.28,Transferencia
5269,1100,1,2023-09-26,8035.24,Retiro
5270,1064,8,2023-09-27,2237.83,Pago
5271,1072,5,2023-09-28,7115.92,Transferencia
5272,1098,6,2023-09-29,8595.62,Transferencia
5273,1065,1,2023-09-30,5985.52,Retiro
5274,1044,7,2023-10-01,721.23,Transferencia
5275,1027,9,2023-10-02,629.16,Transferencia
5276,1043,9,2023-10-03,7158.29,Depósito
5277,1036,2,2023-10-04,944.8,Depósito
5278,1011,5,2023-10-05,1295.47,Retiro
5279,1067,6,2023-10-06,2898.25,Pago
5280,1048,10,2023-10-07,706.69,Retiro
5281,1056,3,2023-10-08,1203.37,Transferencia
5282,1017,2,2023-10-09,8763.47,Depósito
5283,1073,2,2023-10-10,4585.88,Depósito
5284,1003,4,2023-10-11,2926.6,Pago
5285,1041,4,2023-10-12,6626.51,Retiro
5286,1009,10,2023-10-13,9211.45,Retiro
5287,1013,2,2023-10-14,905.84,Depósito
5288,1012,2,2023-10-15,719.65,Depósito
5289,1025,4,2023-10-16,8067.01,Retiro
5290,1056,4,2023-10-17,6221.83,Retiro
5291,1034,2,2023-10-18,7819.56,Retiro
5292,1096,8,2023-10-19,665.95,Retiro
5293,1006,3,2023-10-20,3855.37,Depósito
5294,1052,1,2023-10-21,6176.6,Pago
5295,1085,10,2023-10-22,3967.95,Retiro
5296,1035,9,2023-10-23,9602.12,Transferencia
5297,1057,4,2023-10-24,1810.53,Retiro
5298,1044,10,2023-10-25,2398.9,Pago
5299,1030,10,2023-10-26,6166.23,Pago
5300,1072,3,2023-10-27,4541.02,Retiro
5301,1094,10,2023-10-28,6766.74,Pago
5302,1098,3,2023-10-29,9475.84,Transferencia
5303,1075,10,2023-10-30,3677.69,Retiro
5304,1063,7,2023-10-31,8364.92,Retiro
5305,1040,9,2023-11-01,6634.05,Retiro
5306,1100,5,2023-11-02,5397.34,Retiro
5307,1050,1,2023-11-03,7338.41,Pago
5308,1034,10,2023-11-04,6812.37,Transferencia
5309,1045,2,2023-11-05,5528.49,Retiro
5310,1096,6,2023-11-06,918.63,Pago
5311,1094,6,2023-11-07,4965.46,Depósito
5312,1046,3,2023-11-08,1239.35,Transferencia
5313,1084,5,2023-11-09,8709.2,Transferencia
5314,1052,4,2023-11-10,3095.64,Retiro
5315,1089,7,2023-11-11,8166.69,Transferencia
5316,1040,9,2023-11-12,5716.15,Transferencia
5317,1091,3,2023-11-13,8525.92,Retiro
5318,1026,9,2023-11-14,840.08,Retiro
5319,1066,5,2023-11-15,8569.53,Retiro
5320,1013,7,2023-11-16,4509.26,Depósito
5321,1076,7,2023-11-17,9276.41,Depósito
5322,1034,6,2023-11-18,1877.02,Depósito
5323,1010,7,2023-11-19,1920.53,Transferencia
5324,1017,4,2023-11-20,2048.23,Retiro
5325,1099,7,2023-11-21,2386.07,Retiro
5326,1097,8,2023-11-22,2947.49,Retiro
5327,1046,1,2023-11-23,595.6,Depósito
5328,1092,6,2023-11-24,5722.86,Retiro
5329,1068,7,2023-11-25,148.32,Retiro
5330,1048,6,2023-11-26,638.99,Depósito
5331,1076,10,2023-11-27,8027.7,Depósito
5332,1054,9,2023-11-28,6161.62,Pago
5333,1045,1,2023-11-29,641.83,Depósito
5334,1057,3,2023-11-30,1082.13,Transferencia
5335,1051,8,2023-12-01,5338.71,Transferencia
5336,1087,6,2023-12-02,5019.61,Depósito
5337,1065,4,2023-12-03,958.66,Retiro
5338,1007,1,2023-12-04,5072.18,Depósito
5339,1039,6,2023-12-05,8733.41,Retiro
5340,1008,4,2023-12-06,2774.15,Depósito
5341,1037,7,2023-12-07,3393.39,Transferencia
5342,1073,3,2023-12-08,4850.03,Transferencia
5343,1070,9,2023-12-09,4984.06,Pago
5344,1072,9,2023-12-10,7631.69,Pago
5345,1096,1,2023-12-11,4785.98,Transferencia
5346,1072,8,2023-12-12,7879.32,Depósito
5347,1039,6,2023-12-13,5416.36,Transferencia
5348,1054,5,2023-12-14,9869.17,Pago
5349,1074,1,2023-12-15,8681.75,Depósito
5350,1033,10,2023-12-16,4837.17,Depósito
5351,1025,9,2023-12-17,2801.73,Transferencia
5352,1056,7,2023-12-18,2653.33,Depósito
5353,1055,7,2023-12-19,9388.45,Retiro
5354,1031,1,2023-12-20,1883.06,Transferencia
5355,1081,10,2023-12-21,4235.24,Transferencia
5356,1095,1,2023-12-22,3909.81,Depósito
5357,1054,10,2023-12-23,6835.42,Retiro
5358,1088,1,2023-12-24,585.06,Retiro
5359,1063,9,2023-12-25,6254.93,Transferencia
5360,1038,1,2023-12-26,1469.83,Depósito
5361,1075,4,2023-12-27,4727.25,Retiro
5362,1057,1,2023-12-28,7183.73,Pago
5363,1096,8,2023-12-29,9963.99,Pago
5364,1010,1,2023-12-30,6698.98,Pago
5365,1004,8,2023-12-31,5626.91,Pago
5366,1099,10,2024-01-01,3059.28,Pago
5367,1086,5,2024-01-02,4115.96,Transferencia
5368,1014,8,2024-01-03,1282.93,Transferencia
5369,1005,9,2024-01-04,3017.55,Depósito
5370,1090,9,2024-01-05,4583.4,Transferencia
5371,1005,8,2024-01-06,4479.66,Retiro
5372,1044,2,2024-01-07,9246.11,Pago
5373,1054,10,2024-01-08,8590.01,Depósito
5374,1059,4,2024-01-09,9471.47,Depósito
5375,1077,4,2024-01-10,4331.12,Transferencia
5376,1086,6,2024-01-11,189.15,Transferencia
5377,1081,6,2024-01-12,2805.55,Depósito
5378,1009,2,2024-01-13,9641.81,Transferencia
5379,1036,5,2024-01-14,140.93,Pago
5380,1070,7,2024-01-15,6752.95,Transferencia
5381,1082,8,2024-01-16,312.22,Depósito
5382,1056,9,2024-01-17,3120.41,Depósito
5383,1057,1,2024-01-18,8480.1,Depósito
5384,1078,9,2024-01-19,6567.25,Depósito
5385,1021,6,2024-01-20,6104.55,Depósito
5386,1032,6,2024-01-21,5851.13,Depósito
5387,1098,3,2024-01-22,195.49,Depósito
5388,1024,5,2024-01-23,644.38,Retiro
5389,1074,3,2024-01-24,7111.03,Pago
5390,1008,9,2024-01-25,2495.0,Retiro
5391,1066,6,2024-01-26,2360.94,Depósito
5392,1076,4,2024-01-27,453.65,Retiro
5393,1070,2,2024-01-28,7866.03,Retiro
5394,1071,2,2024-01-29,9357.18,Depósito
5395,1022,3,2024-01-30,7968.01,Pago
5396,1022,1,2024-01-31,9348.88,Transferencia
5397,1021,8,2024-02-01,7032.24,Depósito
5398,1078,6,2024-02-02,9942.88,Pago
5399,1079,6,2024-02-03,4508.17,Depósito
5400,1054,1,2024-02-04,4742.97,Transferencia
5401,1093,9,2024-02-05,2431.19,Transferencia
5402,1006,2,2024-02-06,8535.04,Retiro
5403,1044,10,2024-02-07,7603.25,Retiro
5404,1077,6,2024-02-08,9232.44,Pago
5405,1075,9,2024-02-09,5424.46,Transferencia
5406,1012,4,2024-02-10,3891.45,Transferencia
5407,1047,6,2024-02-11,4668.1,Pago
5408,1026,10,2024-02-12,4914.0,Retiro
5409,1065,2,2024-02-13,5795.81,Transferencia
5410,1040,3,2024-02-14,2099.54,Retiro
5411,1083,5,2024-02-15,7977.01,Retiro
5412,1096,3,2024-02-16,2564.85,Pago
5413,1038,5,2024-02-17,6165.66,Pago
5414,1077,5,2024-02-18,2747.63,Transferencia
5415,1061,4,2024-02-19,6598.31,Transferencia
5416,1083,5,2024-02-20,1862.73,Transferencia
5417,1033,4,2024-02-21,827.28,Retiro
5418,1071,3,2024-02-22,821.47,Depósito
5419,1010,10,2024-02-23,3700.57,Retiro
5420,1017,9,2024-02-24,6616.63,Pago
5421,1030,7,2024-02-25,3994.02,Depósito
5422,1025,3,2024-02-26,6538.87,Retiro
5423,1049,2,2024-02-27,4375.27,Transferencia
5424,1038,7,2024-02-28,4061.06,Pago
5425,1021,6,2024-02-29,8839.59,Transferencia
5426,1048,9,2024-03-01,1597.09,Pago
5427,1096,5,2024-03-02,5800.12,Retiro
5428,1061,8,2024-03-03,2328.4,Depósito
5429,1078,1,2024-03-04,4765.04,Depósito
5430,1063,4,2024-03-05,3113.27,Transferencia
5431,1052,3,2024-03-06,8178.44,Transferencia
5432,1017,2,2024-03-07,3206.84,Retiro
5433,1053,9,2024-03-08,76.52,Depósito
5434,1001,8,2024-03-09,7271.99,Depósito
5435,1020,3,2024-03-10,1859.47,Pago
5436,1095,1,2024-03-11,7575.02,Transferencia
5437,1079,10,2024-03-12,1745.67,Pago
5438,1079,2,2024-03-13,5119.09,Retiro
5439,1056,4,2024-03-14,2490.14,Transferencia
5440,1099,10,2024-03-15,5711.0,Transferencia
5441,1014,8,2024-03-16,8793.39,Depósito
5442,1024,8,2024-03-17,8026.57,Depósito
5443,1057,8,2024-03-18,3651.12,Pago
5444,1097,7,2024-03-19,9076.74,Pago
5445,1073,10,2024-03-20,8342.55,Pago
5446,1061,3,2024-03-21,9179.8,Depósito
5447,1012,1,2024-03-22,5941.43,Depósito
5448,1088,9,2024-03-23,6463.05,Depósito
5449,1070,9,2024-03-24,9782.67,Depósito
5450,1083,2,2024-03-25,9189.12,Pago
5451,1060,3,2024-03-26,5118.53,Transferencia
5452,1013,10,2024-03-27,9505.63,Retiro
5453,1060,4,2024-03-28,1537.54,Depósito
5454,1081,6,2024-03-29,2541.63,Depósito
5455,1019,4,2024-03-30,6475.62,Depósito
5456,1067,1,2024-03-31,3096.79,Pago
5457,1073,10,2024-04-01,2255.97,Retiro
5458,1084,3,2024-04-02,6191.37,Pago
5459,1004,6,2024-04-03,4667.15,Transferencia
5460,1075,7,2024-04-04,4525.11,Pago
5461,1075,8,2024-04-05,3482.86,Pago
5462,1078,7,2024-04-06,2794.38,Depósito
5463,1079,5,2024-04-07,9662.81,Depósito
5464,1097,4,2024-04-08,7796.17,Transferencia
5465,1100,6,2024-04-09,7950.25,Retiro
5466,1030,2,2024-04-10,5599.72,Depósito
5467,1063,4,2024-04-11,5992.59,Depósito
5468,1084,10,2024-04-12,1051.33,Pago
5469,1049,3,2024-04-13,1416.42,Retiro
5470,1055,5,2024-04-14,2209.66,Pago
5471,1042,3,2024-04-15,4110.98,Pago
5472,1071,8,2024-04-16,3030.54,Depósito
5473,1040,6,2024-04-17,3523.52,Retiro
5474,1029,7,2024-04-18,9954.23,Transferencia
5475,1056,1,2024-04-19,6171.74,Pago
5476,1085,7,2024-04-20,7327.72,Pago
5477,1041,8,2024-04-21,8894.65,Depósito
5478,1099,6,2024-04-22,2473.81,Retiro
5479,1089,4,2024-04-23,6686.14,Retiro
5480,1047,9,2024-04-24,6365.93,Pago
5481,1060,3,2024-04-25,61.96,Transferencia
5482,1051,1,2024-04-26,7799.79,Pago
5483,1078,1,2024-04-27,8098.05,Depósito
5484,1011,7,2024-04-28,1666.07,Depósito
5485,1004,10,2024-04-29,3277.28,Depósito
5486,1081,6,2024-04-30,3588.51,Depósito
5487,1097,6,2024-05-01,7462.97,Depósito
5488,1013,2,2024-05-02,3710.56,Depósito
5489,1086,1,2024-05-03,4098.9,Retiro
5490,1088,9,2024-05-04,2635.94,Depósito
5491,1042,2,2024-05-05,2172.19,Depósito
5492,1099,9,2024-05-06,5403.38,Pago
5493,1082,1,2024-05-07,4485.04,Pago
5494,1052,4,2024-05-08,2051.16,Retiro
5495,1068,6,2024-05-09,8332.88,Transferencia
5496,1012,6,2024-05-10,7685.25,Retiro
5497,1044,5,2024-05-11,5573.9,Transferencia
5498,1077,5,2024-05-12,4041.05,Retiro
5499,1083,5,2024-05-13,6839.04,Pago
5500,1051,6,2024-05-14,2208.39,Transferencia
